id,title,body,department,sentiment
REV_0296,Potrebbe migliorare,Colazione buona ma lenzuola macchiate e reception disorganizzata,F&B,negative
REV_0297,Camera impeccabile,"Non ho mai visto una lenzuola così profumata, complimenti!",Housekeeping,positive
REV_0298,Servizio impeccabile,"Complimenti al reception, sempre cordiale e professionale.",Reception,positive
REV_0299,Buon soggiorno nel complesso,"Reception gentile e buffet ricco, solo il bagno un po' datato",Reception,positive
REV_0300,Camera impeccabile,"Non ho mai visto una lenzuola così fresca, complimenti!",Housekeeping,positive
REV_0301,Cucina ottima,"colazione eccellente, il buffet era abbondante.",F&B,positive
REV_0302,Cibo pessimo,"cucina fredda, il colazione era limitata.",F&B,negative
REV_0303,Stanza pulitissima,"igiene fresca, pulizia profumate, tutto perfetto.",Housekeeping,positive
REV_0304,Colazione fantastica,"menu molto abbondante, ampia scelta al colazione.",F&B,positive
REV_0305,Check-in lentissimo,"Il personale è stato maleducato, prenotazione gestito malissimo.",Reception,negative
REV_0306,Reception cordiale,"check-in cordiale, ottima esperienza al momento del receptionist.",Reception,positive
REV_0307,Reception pessima,"personale molto incompetente, problemi con la pagamento.",Reception,negative
REV_0308,Staff professionale,"Il staff è stato efficiente, servizio gestito in modo cordiale.",Reception,positive
REV_0309,Stanza pulitissima,"La camera era impeccabile, bagno pulita e tutto perfettamente in ordine.",Housekeeping,positive
REV_0310,Personale scortese,"Il check-out è stato incompetente, check-in gestito malissimo.",Reception,negative
REV_0311,Stanza trascurata,"tappeto sporca e asciugamani sporca, non accettabile.",Housekeeping,negative
REV_0312,Reception pessima,"pagamento molto lento, problemi con la personale.",Reception,negative
REV_0313,Stanza trascurata,"La camera era mal tenuta, bagno puzzolente e un odore sgradevole.",Housekeeping,negative
REV_0314,Reception pessima,"Errori nella reception, personale inefficiente e arrogante.",Reception,negative
REV_0315,Personale eccellente,"Complimenti al receptionist, sempre cordiale e efficiente.",Reception,positive
REV_0316,Servizio disorganizzato,"Errori nella check-out, check-in maleducato e arrogante.",Reception,negative
REV_0317,Cibo delizioso,"ristorante fresca, cucina veramente fresca.",F&B,positive
REV_0318,Cibo delizioso,"menu deliziosa, il menu era eccellente.",F&B,positive
REV_0319,Igiene eccellente,"Non ho mai visto una ordine così ordinata, complimenti!",Housekeeping,positive
REV_0320,Personale scortese,"Errori nella personale, pagamento inefficiente e arrogante.",Reception,negative
REV_0321,Colazione fantastica,"buffet varia, cucina veramente fresca.",F&B,positive
REV_0322,Servizio impeccabile,"Complimenti al check-in, sempre cortese e disponibile.",Reception,positive
REV_0323,Pulizia perfetta,"La camera era splendida, pulizia fresca e tutto perfettamente in ordine.",Housekeeping,positive
REV_0324,Igiene scarsa,"Standard igienico bassissimo, camera vecchia.",Housekeeping,negative
REV_0325,Ristorante deludente,"cibo di qualità pessima, ristorante fredda.",F&B,negative
REV_0326,Cucina ottima,"buffet molto ottima, ampia scelta al cibo.",F&B,positive
REV_0327,Camera impeccabile,"Non ho mai visto una asciugamani così splendida, complimenti!",Housekeeping,positive
REV_0328,Colazione scarsa,"cucina molto scarsa, scelta al cibo scarsa.",F&B,negative
REV_0329,Ristorante deludente,"menu molto cattiva, scelta al cucina fredda.",F&B,negative
REV_0330,Cibo pessimo,"La buffet era scarsa, caffè cattiva e poco invitante.",F&B,negative
REV_0331,Cibo delizioso,"cucina fresca, menu veramente abbondante.",F&B,positive
REV_0332,Cibo pessimo,"La menu era pessima, cucina fredda e poco invitante.",F&B,negative
REV_0333,Camera impeccabile,"pulizia pulitissima e lenzuola fresca, veramente soddisfatto della pulizia.",Housekeeping,positive
REV_0334,Check-in velocissimo,"Complimenti al servizio, sempre professionale e cortese.",Reception,positive
REV_0335,Reception cordiale,"receptionist professionale, ottima esperienza al momento del servizio.",Reception,positive
REV_0336,Servizio altalenante,"Check-in veloce e camera spaziosa, ma ristorante deludente",Reception,positive
REV_0337,Staff professionale,"check-out gentile, ottima esperienza al momento del receptionist.",Reception,positive
REV_0338,Ordine e pulizia,"camera pulita e ordine ordinata, veramente soddisfatto della pulizia.",Housekeeping,positive
REV_0339,Ristorante eccellente,"La menu era deliziosa, caffè deliziosa e di qualità.",F&B,positive
REV_0340,Cibo pessimo,"colazione di qualità povera, caffè cattiva.",F&B,negative
REV_0341,Ristorante eccellente,"La cibo era abbondante, cucina fresca e di qualità.",F&B,positive
REV_0342,Cibo pessimo,"Deluso dalla cibo, tutto scadente e cattiva.",F&B,negative
REV_0343,Stanza pulitissima,"bagno splendida e igiene impeccabile, veramente soddisfatto della pulizia.",Housekeeping,positive
REV_0344,Disordine ovunque,"La camera era vecchia, camera macchiata e un odore sgradevole.",Housekeeping,negative
REV_0345,Staff professionale,"Il reception è stato cortese, reception gestito in modo veloce.",Reception,positive
REV_0346,Cucina scadente,"caffè pessima, il cucina era limitata.",F&B,negative
REV_0347,Colazione fantastica,"Complimenti per la ristorante, tutto fresca e eccellente.",F&B,positive
REV_0348,Reception cordiale,"reception molto cortese, hanno risolto ogni problema con gentile.",Reception,positive
REV_0349,Buffet ricchissimo,"La buffet era deliziosa, colazione abbondante e di qualità.",F&B,positive
REV_0350,Camera impeccabile,"pulizia pulitissima e camera fresca, veramente soddisfatto della pulizia.",Housekeeping,positive
REV_0351,Disordine ovunque,"tappeto con macchie, asciugamani trascurata, molto deluso.",Housekeeping,negative
REV_0352,Reception pessima,"Il check-out è stato arrogante, reception gestito malissimo.",Reception,negative
REV_0353,Colazione scarsa,"cucina scarsa, il ristorante era scadente.",F&B,negative
REV_0354,Potrebbe migliorare,Colazione buona ma lenzuola macchiate e reception disorganizzata,F&B,negative
REV_0355,Stanza trascurata,"La camera era sporca, pavimento trascurata e un odore sgradevole.",Housekeeping,negative
REV_0356,Camera impeccabile,"lenzuola pulitissima, igiene profumate, tutto perfetto.",Housekeeping,positive
REV_0357,Camera impeccabile,"Personale delle pulizie eccellente, bagno sempre impeccabile.",Housekeeping,positive
REV_0358,Pulizia pessima,"Standard igienico bassissimo, tappeto sporca.",Housekeeping,negative
REV_0359,Stanza trascurata,"lenzuola vecchia e lenzuola mal tenuta, non accettabile.",Housekeeping,negative
REV_0360,Check-in lentissimo,"prenotazione molto maleducato, problemi con la check-out.",Reception,negative
REV_0361,Cucina scadente,"menu pessima, il buffet era pessima.",F&B,negative
REV_0362,Colazione fantastica,"La ristorante era fresca, menu ottima e di qualità.",F&B,positive
REV_0363,Ordine e pulizia,"Personale delle pulizie eccellente, igiene sempre impeccabile.",Housekeeping,positive
REV_0364,Buffet limitato,"La cucina era limitata, cibo scarsa e poco invitante.",F&B,negative
REV_0365,Colazione scarsa,"ristorante scarsa, il menu era pessima.",F&B,negative
REV_0366,Cucina scadente,"colazione limitata, il caffè era limitata.",F&B,negative
REV_0367,Pulizia perfetta,"Personale delle pulizie eccellente, camera sempre profumata.",Housekeeping,positive
REV_0368,Ordine e pulizia,"La camera era impeccabile, pulizia ordinata e tutto perfettamente in ordine.",Housekeeping,positive
REV_0369,Personale eccellente,"personale veloce, procedura di check-out molto rapida.",Reception,positive
REV_0370,Camera impeccabile,"lenzuola pulitissima, camera profumate, tutto perfetto.",Housekeeping,positive
REV_0371,Igiene scarsa,"Pulizia inesistente, bagno completamente puzzolente.",Housekeeping,negative
REV_0372,Ordine e pulizia,"Personale delle pulizie eccellente, pulizia sempre impeccabile.",Housekeeping,positive
REV_0373,Camera sporca,"Standard igienico bassissimo, asciugamani disordinata.",Housekeeping,negative
REV_0374,Reception cordiale,"check-in molto efficiente, hanno risolto ogni problema con veloce.",Reception,positive
REV_0375,Buon soggiorno nel complesso,"Reception gentile e buffet ricco, solo il bagno un po' datato",Reception,positive
REV_0376,Buffet ricchissimo,"La caffè era buonissima, ristorante eccellente e di qualità.",F&B,positive
REV_0377,Buon soggiorno nel complesso,"Reception gentile e buffet ricco, solo il bagno un po' datato",Reception,positive
REV_0378,Camera impeccabile,"Non ho mai visto una ordine così pulitissima, complimenti!",Housekeeping,positive
REV_0379,Cibo delizioso,"Complimenti per la ristorante, tutto eccellente e ottima.",F&B,positive
REV_0380,Personale eccellente,"staff molto efficiente, hanno risolto ogni problema con gentile.",Reception,positive
REV_0381,Stanza pulitissima,"Personale delle pulizie eccellente, camera sempre splendida.",Housekeeping,positive
REV_0382,Pulizia perfetta,"lenzuola impeccabile e asciugamani profumata, veramente soddisfatto della pulizia.",Housekeeping,positive
REV_0383,Personale scortese,"check-out completamente maleducato, esperienza negativa.",Reception,negative
REV_0384,Potrebbe migliorare,Colazione buona ma lenzuola macchiate e reception disorganizzata,F&B,negative
REV_0385,Check-in lentissimo,"prenotazione completamente arrogante, esperienza negativa.",Reception,negative
REV_0386,Reception cordiale,"Complimenti al staff, sempre professionale e professionale.",Reception,positive
REV_0387,Servizio altalenante,"Check-in veloce e camera spaziosa, ma ristorante deludente",Reception,positive
REV_0388,Personale scortese,"Il check-out è stato inefficiente, reception gestito malissimo.",Reception,negative
REV_0389,Cibo pessimo,"caffè di qualità pessima, cucina limitata.",F&B,negative
REV_0390,Check-in velocissimo,"receptionist molto disponibile, hanno risolto ogni problema con gentile.",Reception,positive
REV_0391,Disordine ovunque,"Pulizia inesistente, camera completamente mal tenuta.",Housekeeping,negative
REV_0392,Camera sporca,"Pulizia inesistente, bagno completamente puzzolente.",Housekeeping,negative
REV_0393,Buffet ricchissimo,"caffè molto abbondante, ampia scelta al menu.",F&B,positive
REV_0394,Camera impeccabile,"Non ho mai visto una camera così fresca, complimenti!",Housekeeping,positive
REV_0395,Camera sporca,"Standard igienico bassissimo, asciugamani trascurata.",Housekeeping,negative
REV_0396,Reception cordiale,"Il reception è stato professionale, personale gestito in modo cortese.",Reception,positive
REV_0397,Cucina ottima,"buffet fresca, buffet veramente deliziosa.",F&B,positive
REV_0398,Disordine ovunque,"Pulizia inesistente, tappeto completamente trascurata.",Housekeeping,negative
REV_0399,"Pulizia ok, resto no",Stanza pulita ma colazione scarsa e personale freddo,Housekeeping,negative
REV_0400,Reception pessima,"check-in completamente arrogante, esperienza negativa.",Reception,negative
